Crime_type,Crime_address,City,Agency,Crime_date,Crime_time,Crime_address1,Crime_long,Crime_lat
Larceny,300 block S  Midler Av,Syracuse,Syracuse,5/24/16,12:00 a.m.-3:30 p.m.,300 block S  Midler Av   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/24/16,3:30 p.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/24/16,3:30 p.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,400 block Fabius St,Syracuse,Syracuse,5/24/16,11:00 a.m.,400 block Fabius St   Syracuse,NA,NA
Larceny,800 block E  Brighton Av,Syracuse,Syracuse,5/24/16,1:50 a.m.,800 block E  Brighton Av   Syracuse,NA,NA
Vehicle theft,500 block Turtle St,Syracuse,Syracuse,5/24/16,10:40 p.m.,500 block Turtle St   Syracuse,NA,NA
Aggravated assault,200 block Croly St,Syracuse,Syracuse,5/23/16,2:50 p.m.,200 block Croly St   Syracuse,NA,NA
Burglary,100 block Maurice Av,Syracuse,Syracuse,5/23/16,7:30 p.m.-2:30 p.m.,100 block Maurice Av   Syracuse,NA,NA
Burglary,300 block S  Salina St,Syracuse,Syracuse,5/23/16,5:00 p.m.-8:00 a.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/23/16,12:35 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/23/16,8:03 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Rich St,Syracuse,Syracuse,5/23/16,9:00 p.m.-8:00 a.m.,0 block Rich St   Syracuse,NA,NA
Larceny,100 block Vann St,Syracuse,Syracuse,5/23/16,1:53 p.m.,100 block Vann St   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/23/16,5:18 p.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,400 block Leavenworth Av,Syracuse,Syracuse,5/23/16,10:00 a.m.-5:30 a.m.,400 block Leavenworth Av   Syracuse,NA,NA
Larceny,400 block Levenworth Av,Syracuse,Syracuse,5/23/16,10:03 a.m.,400 block Levenworth Av   Syracuse,NA,NA
Larceny,500 block S  Edwards Av,Syracuse,Syracuse,5/23/16,6:00 a.m.-8:00 p.m.,500 block S  Edwards Av   Syracuse,NA,NA
Larceny,700 block Pond St,Syracuse,Syracuse,5/23/16,5:00 p.m.-6:00 p.m.,700 block Pond St   Syracuse,NA,NA
Robbery,1100 block N  Salina St,Syracuse,Syracuse,5/23/16,4:55 a.m.,1100 block N  Salina St   Syracuse,NA,NA
Vehicle theft,200 block S  West St,Syracuse,Syracuse,5/23/16,8:50 a.m.,200 block S  West St   Syracuse,NA,NA
Aggravated assault,100 block Harvard Pl,Syracuse,Syracuse,5/22/16,1:55 a.m.,100 block Harvard Pl   Syracuse,NA,NA
Aggravated assault,300 block Columbus Av,Syracuse,Syracuse,5/22/16,7:30 p.m.,300 block Columbus Av   Syracuse,NA,NA
Aggravated assault,500 block Gifford St,Syracuse,Syracuse,5/22/16,6:58 p.m.,500 block Gifford St   Syracuse,NA,NA
Burglary,100 block W  Pleasant Av,Syracuse,Syracuse,5/22/16,6:30 p.m.-9:15 p.m.,100 block W  Pleasant Av   Syracuse,NA,NA
Burglary,300 block Apple St,Syracuse,Syracuse,5/22/16,5:15 a.m.,300 block Apple St   Syracuse,NA,NA
Burglary,700 block Oak St,Syracuse,Syracuse,5/22/16,6:00 a.m.-2:00 p.m.,700 block Oak St   Syracuse,NA,NA
Burglary,900 block Hawley Av,Syracuse,Syracuse,5/22/16,9:30 p.m.-12:00 p.m.,900 block Hawley Av   Syracuse,NA,NA
Larceny,100 block Durston Av,Syracuse,Syracuse,5/22/16,9:35 a.m.,100 block Durston Av   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/22/16,7:17 a.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,4100 block E  Genesee St,Syracuse,Syracuse,5/22/16,11:35 a.m.,4100 block E  Genesee St   Syracuse,NA,NA
Larceny,500 block Ulster St,Syracuse,Syracuse,5/22/16,4:00 p.m.-12:00 p.m.,500 block Ulster St   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/22/16,7:16 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,700 block S  Crouse Av,Syracuse,Syracuse,5/22/16,3:00 p.m.,700 block S  Crouse Av   Syracuse,NA,NA
Larceny,700 block Ulster St,Syracuse,Syracuse,5/22/16,11:30 p.m.-9:30 a.m.,700 block Ulster St   Syracuse,NA,NA
Robbery,300 block N  Midler Av,Syracuse,Syracuse,5/22/16,10:00 p.m.-10:02 p.m.,300 block N  Midler Av   Syracuse,NA,NA
Vehicle theft,300 block Burnet Av,Syracuse,Syracuse,5/22/16,1:00 p.m.-3:00 a.m.,300 block Burnet Av   Syracuse,NA,NA
Aggravated assault,1200 block Spring St,Syracuse,Syracuse,5/21/16,3:55 a.m.-3:57 a.m.,1200 block Spring St   Syracuse,NA,NA
Aggravated assault,200 block Lexington Av,Syracuse,Syracuse,5/21/16,12:30 a.m.,200 block Lexington Av   Syracuse,NA,NA
Aggravated assault,200 block W  Fayette St,Syracuse,Syracuse,5/21/16,2:20 a.m.,200 block W  Fayette St   Syracuse,NA,NA
Aggravated assault,300 block Furman St,Syracuse,Syracuse,5/21/16,10:45 p.m.,300 block Furman St   Syracuse,NA,NA
Aggravated assault,500 block Gifford St,Syracuse,Syracuse,5/21/16,12:20 p.m.,500 block Gifford St   Syracuse,NA,NA
Burglary,0 block Destiny Usa Dr,Syracuse,Syracuse,5/21/16,1:24 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/21/16,4:00 p.m.-4:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1100 block Madison St,Syracuse,Syracuse,5/21/16,10:00 p.m.-10:05 p.m.,1100 block Madison St   Syracuse,NA,NA
Larceny,1300 block Highland St,Syracuse,Syracuse,5/21/16,3:00 p.m.,1300 block Highland St   Syracuse,NA,NA
Larceny,200 block W  Washington St,Syracuse,Syracuse,5/21/16,9:00 a.m.-2:00 p.m.,200 block W  Washington St   Syracuse,NA,NA
Larceny,600 block Schuyler St,Syracuse,Syracuse,5/21/16,11:50 p.m.-12:00 p.m.,600 block Schuyler St   Syracuse,NA,NA
Larceny,700 block E  Division St,Syracuse,Syracuse,5/21/16,3:10 p.m.-5:10 p.m.,700 block E  Division St   Syracuse,NA,NA
Robbery,700 block S  Salina St,Syracuse,Syracuse,5/21/16,6:36 p.m.,700 block S  Salina St   Syracuse,NA,NA
Vehicle theft,1000 block W  Belden Av,Syracuse,Syracuse,5/21/16,2:30 p.m.,1000 block W  Belden Av   Syracuse,NA,NA
Vehicle theft,300 block South Av,Syracuse,Syracuse,5/21/16,2:00 a.m.,300 block South Av   Syracuse,NA,NA
Aggravated assault,100 block Riverdale Dr,Syracuse,Syracuse,5/20/16,11:12 a.m.,100 block Riverdale Dr   Syracuse,NA,NA
Aggravated assault,1000 block S  Townsend St,Syracuse,Syracuse,5/20/16,11:29 p.m.,1000 block S  Townsend St   Syracuse,NA,NA
Burglary,0 block Destiny Usa Dr,Syracuse,Syracuse,5/20/16,2:43 a.m.-2:46 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Burglary,1200 block Butternut St,Syracuse,Syracuse,5/20/16,7:12 a.m.,1200 block Butternut St   Syracuse,NA,NA
Burglary,200 block Warner Av,Syracuse,Syracuse,5/20/16,6:30 p.m.-11:30 p.m.,200 block Warner Av   Syracuse,NA,NA
Burglary,700 block Lancaster Av,Syracuse,Syracuse,5/20/16,11:18 p.m.,700 block Lancaster Av   Syracuse,NA,NA
Burglary,700 block Wescott St,Syracuse,Syracuse,5/20/16,3:25 a.m.,700 block Wescott St   Syracuse,NA,NA
Larceny,100 block Radcliffe Rd,Syracuse,Syracuse,5/20/16,5:00 a.m.-6:00 a.m.,100 block Radcliffe Rd   Syracuse,NA,NA
Larceny,100 block Rowland St,Syracuse,Syracuse,5/20/16,8:15 p.m.-9:45 p.m.,100 block Rowland St   Syracuse,NA,NA
Larceny,1000 block Butternut St,Syracuse,Syracuse,5/20/16,9:30 p.m.,1000 block Butternut St   Syracuse,NA,NA
Larceny,1400 block E  Genesee St,Syracuse,Syracuse,5/20/16,3:20 p.m.,1400 block E  Genesee St   Syracuse,NA,NA
Larceny,300 block W  Washington St,Syracuse,Syracuse,5/20/16,9:30 a.m.-4:30 p.m.,300 block W  Washington St   Syracuse,NA,NA
Vehicle theft,700 block Grant Blvd,Syracuse,Syracuse,5/20/16,5:00 p.m.,700 block Grant Blvd   Syracuse,NA,NA
Vehicle theft,700 block S  Beech St,Syracuse,Syracuse,5/20/16,11:00 p.m.-6:05 a.m.,700 block S  Beech St   Syracuse,NA,NA
Aggravated assault,1400 block E  Genesee St,Syracuse,Syracuse,5/19/16,3:30 p.m.-3:33 p.m.,1400 block E  Genesee St   Syracuse,NA,NA
Aggravated assault,200 block Rich St,Syracuse,Syracuse,5/19/16,5:50 p.m.-9:37 p.m.,200 block Rich St   Syracuse,NA,NA
Larceny,700 block W  Genesee St,Syracuse,Syracuse,5/19/16,10:00 a.m.,700 block W  Genesee St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/19/16,9:10 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block E  Bissell St,Syracuse,Syracuse,5/19/16,2:30 a.m.-9:00 a.m.,100 block E  Bissell St   Syracuse,NA,NA
Larceny,1000 block Tyson Pl,Syracuse,Syracuse,5/19/16,6:15 p.m.-6:21 p.m.,1000 block Tyson Pl   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/19/16,3:18 p.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,400 block E  Raynor Ave,Syracuse,Syracuse,5/19/16,3:45 p.m.,400 block E  Raynor Ave   Syracuse,NA,NA
Larceny,400 block W  Bear St,Syracuse,Syracuse,5/19/16,9:00 a.m.-5:00 p.m.,400 block W  Bear St   Syracuse,NA,NA
Larceny,4100 block S  Salina St,Syracuse,Syracuse,5/19/16,3:16 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Larceny,4100 block S  Salina St,Syracuse,Syracuse,5/19/16,3:50 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Larceny,600 block Park Av,Syracuse,Syracuse,5/19/16,11:00 p.m.-8:00 a.m.,600 block Park Av   Syracuse,NA,NA
Robbery,100 block Reed Av,Syracuse,Syracuse,5/19/16,7:24 p.m.,100 block Reed Av   Syracuse,NA,NA
Robbery,1700 block Lodi St,Syracuse,Syracuse,5/19/16,7:15 a.m.-8:00 a.m.,1700 block Lodi St   Syracuse,NA,NA
Vehicle theft,100 block Warner Av,Syracuse,Syracuse,5/19/16,8:30 p.m.-7:30 a.m.,100 block Warner Av   Syracuse,NA,NA
Aggravated assault,400 block Ivy Ridge Rd,Syracuse,Syracuse,5/18/16,2:06 p.m.-2:07 p.m.,400 block Ivy Ridge Rd   Syracuse,NA,NA
Burglary,2300 block E  Fayette St,Syracuse,Syracuse,5/18/16,12:00 p.m.-7:00 p.m.,2300 block E  Fayette St   Syracuse,NA,NA
Burglary,300 block Beecher St,Syracuse,Syracuse,5/18/16,6:30 a.m.,300 block Beecher St   Syracuse,NA,NA
Burglary,4100 block S  Salina St,Syracuse,Syracuse,5/18/16,11:20 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Burglary,700 block Ackerman Av,Syracuse,Syracuse,5/18/16,10:30 p.m.-10:00 a.m.,700 block Ackerman Av   Syracuse,NA,NA
Burglary,900 block Ackerman Av,Syracuse,Syracuse,5/18/16,7:00 a.m.-11:00 a.m.,900 block Ackerman Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/18/16,1:11 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/18/16,7:35 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/18/16,8:47 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Charmouth Dr,Syracuse,Syracuse,5/18/16,10:30 p.m.-4:20 p.m.,100 block Charmouth Dr   Syracuse,NA,NA
Larceny,1000 block Butternut St,Syracuse,Syracuse,5/18/16,10:00 p.m.-8:00 a.m.,1000 block Butternut St   Syracuse,NA,NA
Larceny,1300 block Bellevue Av,Syracuse,Syracuse,5/18/16,5:00 p.m.-6:20 a.m.,1300 block Bellevue Av   Syracuse,NA,NA
Larceny,2600 block Erie Blvd E,Syracuse,Syracuse,5/18/16,5:50 a.m.-6:10 a.m.,2600 block Erie Blvd E   Syracuse,NA,NA
Larceny,300 block Greenway Av,Syracuse,Syracuse,5/18/16,11:35 a.m.-11:40 a.m.,300 block Greenway Av   Syracuse,NA,NA
Larceny,4200 block S  Salina St,Syracuse,Syracuse,5/18/16,11:30 a.m.-12:30 p.m.,4200 block S  Salina St   Syracuse,NA,NA
Larceny,500 block Court St,Syracuse,Syracuse,5/18/16,4:00 p.m.,500 block Court St   Syracuse,NA,NA
Larceny,600 block N  Salina St,Syracuse,Syracuse,5/18/16,4:15 p.m.-4:40 p.m.,600 block N  Salina St   Syracuse,NA,NA
Larceny,700 block Westcott St,Syracuse,Syracuse,5/18/16,8:00 a.m.-5:00 p.m.,700 block Westcott St   Syracuse,NA,NA
Vehicle theft,900 block Danforth St,Syracuse,Syracuse,5/18/16,9:00 p.m.,900 block Danforth St   Syracuse,NA,NA
Burglary,1400 block W  Genesee St,Syracuse,Syracuse,5/17/16,5:54 a.m.,1400 block W  Genesee St   Syracuse,NA,NA
Burglary,300 block Shuart Av,Syracuse,Syracuse,5/17/16,12:00 a.m.-6:00 a.m.,300 block Shuart Av   Syracuse,NA,NA
Burglary,600 block Cumberland Av,Syracuse,Syracuse,5/17/16,8:00 a.m.-1:30 p.m.,600 block Cumberland Av   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/17/16,3:15 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/17/16,6:57 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/17/16,9:12 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Darlington Rd,Syracuse,Syracuse,5/17/16,12:00 a.m.-5:00 a.m.,100 block Darlington Rd   Syracuse,NA,NA
Larceny,100 block E  Genesee St,Syracuse,Syracuse,5/17/16,8:45 a.m.,100 block E  Genesee St   Syracuse,NA,NA
Larceny,100 block Gifford St,Syracuse,Syracuse,5/17/16,10:40 p.m.-9:05 a.m.,100 block Gifford St   Syracuse,NA,NA
Larceny,100 block Lafayette Rd,Syracuse,Syracuse,5/17/16,5:45 p.m.-6:00 p.m.,100 block Lafayette Rd   Syracuse,NA,NA
Larceny,200 block Homecroft Rd,Syracuse,Syracuse,5/17/16,11:20 p.m.-8:00 a.m.,200 block Homecroft Rd   Syracuse,NA,NA
Larceny,2000 block Park St,Syracuse,Syracuse,5/17/16,12:23 p.m.,2000 block Park St   Syracuse,NA,NA
Larceny,2300 block S  Salina St,Syracuse,Syracuse,5/17/16,3:20 p.m.,2300 block S  Salina St   Syracuse,NA,NA
Larceny,400 block E  Fayette St,Syracuse,Syracuse,5/17/16,8:30 a.m.-11:30 a.m.,400 block E  Fayette St   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/17/16,3:00 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,900 block Ackerman Av,Syracuse,Syracuse,5/17/16,5:45 p.m.,900 block Ackerman Av   Syracuse,NA,NA
Robbery,100 block Conifer Dr,Syracuse,Syracuse,5/17/16,8:22 p.m.,100 block Conifer Dr   Syracuse,NA,NA
Robbery,900 block Pond St,Syracuse,Syracuse,5/17/16,12:49 a.m.,900 block Pond St   Syracuse,NA,NA
Arson,500 block S  State St,Syracuse,Syracuse,5/16/16,9:13 a.m.,500 block S  State St   Syracuse,NA,NA
Burglary,100 block Comstock Pl,Syracuse,Syracuse,5/16/16,3:00 a.m.-7:30 a.m.,100 block Comstock Pl   Syracuse,NA,NA
Burglary,2500 block Valley Dr,Syracuse,Syracuse,5/16/16,10:15 a.m.-12:20 p.m.,2500 block Valley Dr   Syracuse,NA,NA
Larceny,100 block Clarendon St,Syracuse,Syracuse,5/16/16,3:00 a.m.-8:00 a.m.,100 block Clarendon St   Syracuse,NA,NA
Larceny,100 block E  Matson Av,Syracuse,Syracuse,5/16/16,7:00 p.m.-8:00 a.m.,100 block E  Matson Av   Syracuse,NA,NA
Larceny,1700 block Erie Blvd W,Syracuse,Syracuse,5/16/16,12:00 a.m.-8:00 a.m.,1700 block Erie Blvd W   Syracuse,NA,NA
Larceny,1800 block Bellevue Av,Syracuse,Syracuse,5/16/16,7:00 p.m.-11:00 a.m.,1800 block Bellevue Av   Syracuse,NA,NA
Larceny,200 block Avery Av,Syracuse,Syracuse,5/16/16,12:00 p.m.,200 block Avery Av   Syracuse,NA,NA
Larceny,200 block Walton St,Syracuse,Syracuse,5/16/16,6:00 p.m.-12:00 p.m.,200 block Walton St   Syracuse,NA,NA
Larceny,500 block Carbon St,Syracuse,Syracuse,5/16/16,6:30 a.m.-2:30 a.m.,500 block Carbon St   Syracuse,NA,NA
Larceny,500 block Harrison St,Syracuse,Syracuse,5/16/16,11:45 p.m.-6:30 a.m.,500 block Harrison St   Syracuse,NA,NA
Larceny,700 block W  Genesee St,Syracuse,Syracuse,5/16/16,7:30 a.m.-9:00 a.m.,700 block W  Genesee St   Syracuse,NA,NA
Aggravated assault,0 block Centennial Dr,Syracuse,Syracuse,5/15/16,3:30 a.m.-4:05 a.m.,0 block Centennial Dr   Syracuse,NA,NA
Aggravated assault,2200 block Midland Av,Syracuse,Syracuse,5/15/16,10:08 a.m.,2200 block Midland Av   Syracuse,NA,NA
Aggravated assault,2200 block S  State St,Syracuse,Syracuse,5/15/16,7:05 p.m.-7:07 p.m.,2200 block S  State St   Syracuse,NA,NA
Aggravated assault,4900 block Broad Rd,Syracuse,Syracuse,5/15/16,3:48 a.m.,4900 block Broad Rd   Syracuse,NA,NA
Burglary,200 block Cayuga St,Syracuse,Syracuse,5/15/16,7:00 a.m.-9:30 p.m.,200 block Cayuga St   Syracuse,NA,NA
Burglary,200 block Roosevelt Av,Syracuse,Syracuse,5/15/16,7:45 p.m.-11:00 p.m.,200 block Roosevelt Av   Syracuse,NA,NA
Burglary,4100 block S  Salina St,Syracuse,Syracuse,5/15/16,10:05 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/15/16,11:00 p.m.-2:40 a.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1100 block N  Salina St,Syracuse,Syracuse,5/15/16,9:50 p.m.,1100 block N  Salina St   Syracuse,NA,NA
Larceny,1900 block E  Fayette St,Syracuse,Syracuse,5/15/16,12:00 a.m.-8:10 p.m.,1900 block E  Fayette St   Syracuse,NA,NA
Larceny,200 block W  Fayette St,Syracuse,Syracuse,5/15/16,11:30 p.m.-12:30 p.m.,200 block W  Fayette St   Syracuse,NA,NA
Larceny,300 block Hartson St,Syracuse,Syracuse,5/15/16,10:45 a.m.-3:00 p.m.,300 block Hartson St   Syracuse,NA,NA
Larceny,700 block Ostrom Av,Syracuse,Syracuse,5/15/16,12:30 a.m.-8:30 a.m.,700 block Ostrom Av   Syracuse,NA,NA
Larceny,800 block Darlington Rd,Syracuse,Syracuse,5/15/16,12:00 p.m.,800 block Darlington Rd   Syracuse,NA,NA
Larceny,900 block Lancaster Av,Syracuse,Syracuse,5/15/16,12:00 a.m.-3:28 p.m.,900 block Lancaster Av   Syracuse,NA,NA
Larceny,9600 block Destiny Usa Dr,Syracuse,Syracuse,5/15/16,10:51 a.m.-10:55 a.m.,9600 block Destiny Usa Dr   Syracuse,NA,NA
Robbery,1300 block Butternut St,Syracuse,Syracuse,5/15/16,10:35 p.m.,1300 block Butternut St   Syracuse,NA,NA
Robbery,1800 block E  Fayette St,Syracuse,Syracuse,5/15/16,1:15 p.m.,1800 block E  Fayette St   Syracuse,NA,NA
Vehicle theft,1000 block James St,Syracuse,Syracuse,5/15/16,12:00 p.m.,1000 block James St   Syracuse,NA,NA
Aggravated assault,1200 block Park St,Syracuse,Syracuse,5/14/16,6:00 p.m.,1200 block Park St   Syracuse,NA,NA
Aggravated assault,200 block E  Kennedy St,Syracuse,Syracuse,5/14/16,12:22 p.m.,200 block E  Kennedy St   Syracuse,NA,NA
Arson,2000 block Midland Av,Syracuse,Syracuse,5/14/16,11:09 p.m.,2000 block Midland Av   Syracuse,NA,NA
Burglary,100 block Schneider St,Syracuse,Syracuse,5/14/16,12:00 a.m.-6:20 p.m.,100 block Schneider St   Syracuse,NA,NA
Larceny,1100 block Madison St,Syracuse,Syracuse,5/14/16,8:00 a.m.-12:18 p.m.,1100 block Madison St   Syracuse,NA,NA
Larceny,200 block Delhi St,Syracuse,Syracuse,5/14/16,1:05 a.m.,200 block Delhi St   Syracuse,NA,NA
Larceny,200 block N  Division St,Syracuse,Syracuse,5/14/16,11:15 p.m.-11:30 p.m.,200 block N  Division St   Syracuse,NA,NA
Larceny,500 block W  Onondaga St,Syracuse,Syracuse,5/14/16,6:58 p.m.,500 block W  Onondaga St   Syracuse,NA,NA
Burglary,100 block W  Ostrander Av,Syracuse,Syracuse,5/13/16,10:30 p.m.-7:00 a.m.,100 block W  Ostrander Av   Syracuse,NA,NA
Burglary,200 block Brattle Rd,Syracuse,Syracuse,5/13/16,12:54 p.m.,200 block Brattle Rd   Syracuse,NA,NA
Burglary,300 block Curtis St,Syracuse,Syracuse,5/13/16,12:00 a.m.-6:37 p.m.,300 block Curtis St   Syracuse,NA,NA
Burglary,300 block S  Salina St,Syracuse,Syracuse,5/13/16,12:23 a.m.,300 block S  Salina St   Syracuse,NA,NA
Burglary,400 block Westcott St,Syracuse,Syracuse,5/13/16,5:30 p.m.-10:30 p.m.,400 block Westcott St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/13/16,9:20 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/13/16,2:45 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/13/16,6:30 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1800 block Midland Ave,Syracuse,Syracuse,5/13/16,5:00 p.m.-11:59 p.m.,1800 block Midland Ave   Syracuse,NA,NA
Larceny,2400 block James St,Syracuse,Syracuse,5/13/16,2:30 a.m.-2:40 a.m.,2400 block James St   Syracuse,NA,NA
Larceny,400 block S  Salina St,Syracuse,Syracuse,5/13/16,9:00 a.m.-2:00 a.m.,400 block S  Salina St   Syracuse,NA,NA
Larceny,9600 block Destiny Usa Dr,Syracuse,Syracuse,5/13/16,1:50 p.m.,9600 block Destiny Usa Dr   Syracuse,NA,NA
Robbery,600 block Pond St,Syracuse,Syracuse,5/13/16,11:14 p.m.,600 block Pond St   Syracuse,NA,NA
Vehicle theft,500 block S  Salina St,Syracuse,Syracuse,5/13/16,1:50 p.m.,500 block S  Salina St   Syracuse,NA,NA
Vehicle theft,900 block N  Salina St,Syracuse,Syracuse,5/13/16,9:32 p.m.,900 block N  Salina St   Syracuse,NA,NA
Burglary,100 block Hatch St,Syracuse,Syracuse,5/12/16,12:00 a.m.,100 block Hatch St   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/12/16,7:00 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Clifton Pl,Syracuse,Syracuse,5/12/16,9:06 p.m.-7:50 a.m.,100 block Clifton Pl   Syracuse,NA,NA
Larceny,100 block Edgemont Dr,Syracuse,Syracuse,5/12/16,11:10 p.m.-11:30 a.m.,100 block Edgemont Dr   Syracuse,NA,NA
Larceny,1500 block E  Genesee St,Syracuse,Syracuse,5/12/16,2:45 p.m.,1500 block E  Genesee St   Syracuse,NA,NA
Larceny,400 block Butternut St,Syracuse,Syracuse,5/12/16,2:25 p.m.,400 block Butternut St   Syracuse,NA,NA
Larceny,600 block Park Av,Syracuse,Syracuse,5/12/16,5:45 a.m.-5:45 p.m.,600 block Park Av   Syracuse,NA,NA
Larceny,700 block S  Crouse Av,Syracuse,Syracuse,5/12/16,1:00 a.m.-2:00 a.m.,700 block S  Crouse Av   Syracuse,NA,NA
Larceny,800 block N  Townsend St,Syracuse,Syracuse,5/12/16,10:30 a.m.,800 block N  Townsend St   Syracuse,NA,NA
Vehicle theft,0 block Lexington Av,Syracuse,Syracuse,5/12/16,12:37 a.m.,0 block Lexington Av   Syracuse,NA,NA
Aggravated assault,500 block S  Crouse Av,Syracuse,Syracuse,5/11/16,10:00 a.m.,500 block S  Crouse Av   Syracuse,NA,NA
Aggravated assault,700 block W  Onondaga St,Syracuse,Syracuse,5/11/16,2:52 p.m.,700 block W  Onondaga St   Syracuse,NA,NA
Burglary,100 block Burdick Ave,Syracuse,Syracuse,5/11/16,8:34 a.m.,100 block Burdick Ave   Syracuse,NA,NA
Burglary,100 block Hope Av,Syracuse,Syracuse,5/11/16,4:38 a.m.,100 block Hope Av   Syracuse,NA,NA
Burglary,100 block Wood Av,Syracuse,Syracuse,5/11/16,4:00 a.m.-12:00 p.m.,100 block Wood Av   Syracuse,NA,NA
Burglary,1400 block S  State St,Syracuse,Syracuse,5/11/16,10:30 p.m.-11:00 p.m.,1400 block S  State St   Syracuse,NA,NA
Burglary,1800 block Grant Blvd,Syracuse,Syracuse,5/11/16,12:02 a.m.,1800 block Grant Blvd   Syracuse,NA,NA
Burglary,300 block Walnut Pl,Syracuse,Syracuse,5/11/16,2:00 a.m.-2:30 a.m.,300 block Walnut Pl   Syracuse,NA,NA
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,5/11/16,4:00 p.m.-4:15 p.m.,0 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block S  Collingwood Av,Syracuse,Syracuse,5/11/16,12:00 p.m.,100 block S  Collingwood Av   Syracuse,NA,NA
Larceny,1200 block Butternut St,Syracuse,Syracuse,5/11/16,12:10 p.m.,1200 block Butternut St   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/11/16,7:45 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,3600 block S  Salina St,Syracuse,Syracuse,5/11/16,1:30 p.m.,3600 block S  Salina St   Syracuse,NA,NA
Larceny,400 block S  Salina St,Syracuse,Syracuse,5/11/16,10:30 a.m.,400 block S  Salina St   Syracuse,NA,NA
Vehicle theft,800 block Butternut St,Syracuse,Syracuse,5/11/16,2:17 p.m.,800 block Butternut St   Syracuse,NA,NA
Vehicle theft,800 block N  State St,Syracuse,Syracuse,5/11/16,8:17 p.m.,800 block N  State St   Syracuse,NA,NA
Aggravated assault,8400 block Nb I 81,Syracuse,Syracuse,5/10/16,8:35 p.m.,8400 block Nb I 81   Syracuse,NA,NA
Larceny,100 block Ballard Av,Syracuse,Syracuse,5/10/16,12:00 a.m.,100 block Ballard Av   Syracuse,NA,NA
